question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name,llm_temp,llm_top_p,llm_do_sample,llm_repetition_penalty,inference_time,max_new_tokens
0,0.7230769230769231,0.3275862068965517,0.1659299688127225,0.7059458,0.7370641,0.7211695,0.18604651162790697,0.93016326,0.9720172882080078,0.4,1.0,0.8911983467552266,0.8666666666377778,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
7,0.7,0.6666666666666667,0.4710012314144844,0.7581556,0.8463107,0.7998114,0.5,0.9413925,0.9330576062202454,1.0,0.5,0.9398413405169762,0.9166666666361111,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
11,0.2564102564102564,0.0,0.0,0.5238125,0.63359594,0.57349753,0.0,0.33186254,0.7751615643501282,0.0,0.4,0.8125289561244728,0.5333333333155555,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
19,0.6949152542372882,0.19642857142857145,0.0,0.58128405,0.6242329,0.60199344,0.08823529411764706,0.5664314,0.9241702556610107,0.0,0.0,0.9754643418175435,0.6388888888675925,0.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
27,0.6666666666666666,0.31034482758620696,0.08519620064976903,0.7277084,0.78595483,0.7557109,0.14285714285714285,0.86495876,0.9364463090896606,0.0,0.5,0.9612935752329651,0.8874999999778125,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
28,0.7083333333333334,0.4235294117647058,0.2575767192266146,0.67404675,0.72348046,0.6978893,0.2413793103448276,0.9091979,0.969646692276001,0.4,0.8,0.9862418759307103,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
33,0.8260869565217391,0.48888888888888893,0.17029078484626484,0.80176866,0.6720689,0.73121184,0.35294117647058826,0.9399979,0.9637835025787354,1.0,0.6666666666666666,0.9760353732951572,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
53,0.5806451612903226,0.21568627450980393,0.0,0.65125793,0.70443356,0.67680293,0.15384615384615385,0.7039354,0.9553059339523315,0.0,1.0,0.8333448054340312,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
63,0.4470588235294118,0.4444444444444445,0.1357151061152148,0.6454011,0.7771799,0.70518696,0.27906976744186046,0.9026495,0.9796378016471863,0.0,0.6666666666666666,0.9676786120294949,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
76,0.47560975609756095,0.22222222222222227,0.0,0.6236832,0.7174789,0.6673012,0.14285714285714285,0.7790537,0.949410080909729,0.0,0.16666666666666666,0.906598851859038,0.6791666666496875,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
87,0.25,0.4,0.21806393357781367,0.602045,0.88120395,0.71535456,0.32142857142857145,0.9231957,0.9453986287117004,0.5,1.0,1.0,0.249999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
92,0.6216216216216216,0.3464566929133859,0.0,0.71151185,0.6805721,0.6956982,0.0851063829787234,0.6246885,0.9649837613105774,0.0,0.7142857142857143,0.850937006329356,0.5961904761785524,0.7777777777777778,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
95,0.9361702127659575,0.2765957446808511,0.21217947051943883,0.6978306,0.6776042,0.68756866,0.1794871794871795,0.6205214,0.9641567468643188,0.0,1.0,0.958736335137032,0.8874999999778125,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
103,0.5531914893617021,0.5205479452054794,0.13011054601051442,0.7535143,0.86207724,0.8041482,0.4,0.9299066,0.9706049561500549,0.0,1.0,0.9811418522539689,0.999999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
110,0.8392857142857143,0.27184466019417475,0.0,0.7018538,0.6534132,0.67676777,0.15789473684210525,0.8659917,0.9496880769729614,0.0,0.5,0.9783195694538566,0.7961904761745524,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,174.784777,200
0,0.8301886792452831,0.27586206896551724,0.13225666139229075,0.6670389,0.6656558,0.6663466,0.25862068965517243,0.69336176,0.9795292615890503,0.0,1.0,0.9002261165558623,0.94999999997625,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
7,0.7912087912087912,0.29050279329608936,0.13901042042669962,0.618628,0.6568601,0.6371711,0.10526315789473684,0.82381773,0.9464172720909119,0.0,0.6,0.9359906483914467,0.99999999998,0.5,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
11,0.6944444444444444,0.15384615384615385,0.0,0.5351922,0.652636,0.5881081,0.0967741935483871,0.590077,0.9679827690124512,0.0,0.25,0.9747125903815866,0.9999999999833333,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
19,0.646551724137931,0.21256038647342995,0.06358673962821187,0.5588341,0.64189714,0.5974925,0.12280701754385964,0.42535746,0.9477651715278625,0.6666666666666666,1.0,0.0,0.6388888888675925,0.6666666666666666,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
27,0.6813186813186813,0.35,0.19159905438262323,0.70255363,0.6826482,0.6924579,0.21739130434782608,0.8235524,0.9785012602806091,0.0,1.0,0.9140199415709481,0.99999999998,0.25,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
28,0.6923076923076923,0.29670329670329665,0.15666715730266415,0.61492044,0.6358494,0.62520987,0.1935483870967742,0.79871154,0.9806691408157349,0.5714285714285715,0.8888888888888888,0.9065734377354714,0.99999999998,0.3333333333333333,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
33,0.864406779661017,0.40707964601769914,0.2784611662973446,0.6475939,0.6693886,0.6583109,0.27906976744186046,0.81993616,0.9538118243217468,0.0,1.0,0.9986092800283217,0.99999999998,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
53,0.6724137931034483,0.22660098522167488,0.08281005241826915,0.61405176,0.6326338,0.62320435,0.11764705882352941,0.6301332,0.9705650210380554,0.0,0.6,0.0,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
63,0.5734265734265734,0.5344827586206897,0.27921077546541284,0.7166178,0.8110547,0.76091737,0.3709677419354839,0.8995457,0.9901568293571472,0.6666666666666666,0.8571428571428571,0.9640063217677575,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
76,0.5723270440251572,0.21875,0.059607480330148024,0.61760545,0.644611,0.6308193,0.12903225806451613,0.7776856,0.9596713185310364,0.0,0.2,0.9619920269143056,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
87,0.5827338129496403,0.3408071748878924,0.09649453661035383,0.6363943,0.6987521,0.666117,0.234375,0.70411897,0.9792330265045166,0.2,0.875,1.0,0.7345238095115675,0.8,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
92,0.7757009345794392,0.4467005076142132,0.2851050349553799,0.68301606,0.7616813,0.720207,0.2903225806451613,0.68683875,0.9743950366973877,0.0,1.0,0.9944395838992289,0.5666666666525,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
95,0.8070175438596491,0.26046511627906976,0.13847550162243627,0.60620075,0.6691024,0.6361003,0.15714285714285714,0.66871357,0.9612866044044495,0.0,1.0,1.0,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
103,0.7798165137614679,0.3979591836734694,0.2357099673402242,0.67676616,0.7547481,0.71363306,0.3114754098360656,0.86585605,0.9766993522644043,0.8,1.0,0.9830040152131538,0.999999999975,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
110,0.8571428571428571,0.247787610619469,0.14797383994557092,0.55600303,0.5942869,0.57450783,0.203125,0.70304954,0.9514439702033997,0.22222222222222224,1.0,0.9810093098107235,0.9150793650641138,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_baseline,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.0,291.99586,200
0,0.723404255319149,0.2619047619047619,0.06455888326054383,0.73606163,0.6778077,0.70573455,0.14705882352941177,0.8338585,0.9335677027702332,0.5,0.8333333333333334,0.8993526359534013,0.94999999997625,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
7,0.34146341463414637,0.36619718309859156,0.1375833962645338,0.53738064,0.79316425,0.6406865,0.29411764705882354,0.89406824,0.8883230090141296,0.0,0.6,0.9380068508909326,0.9166666666361111,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
11,0.29411764705882354,0.0,0.0,0.5517005,0.6514907,0.5974574,0.0,0.3308341,0.7824169397354126,0.0,1.0,0.9376790767955994,0.5333333333155555,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
19,0.7454545454545455,0.1834862385321101,0.0,0.5717098,0.6378852,0.60298735,0.12121212121212122,0.71605194,0.9274116158485413,0.0,0.0,0.9724581418647901,0.5888888888692593,0.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
27,0.7096774193548387,0.25,0.08071364532479955,0.6745635,0.73486245,0.70342314,0.08695652173913043,0.8646653,0.9074005484580994,0.0,0.5,0.919726495747608,0.8874999999778125,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
28,0.8823529411764706,0.21212121212121215,0.0,0.7192243,0.71649486,0.71785694,0.10714285714285714,0.7466047,0.9443856477737427,0.0,0.75,0.8684063612842032,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
33,0.6739130434782609,0.5060240963855421,0.15150618172734656,0.80230844,0.6528364,0.7198955,0.3333333333333333,0.94226694,0.9559418559074402,1.0,0.5,0.9760353732951572,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
53,0.9473684210526315,0.20253164556962025,0.0,0.69728756,0.69015217,0.6937015,0.058823529411764705,0.69844437,0.9469490051269531,0.0,0.5,0.9034941278108494,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
63,0.4935064935064935,0.4406779661016949,0.15043251621945375,0.67969996,0.80761135,0.7381553,0.3023255813953488,0.9246321,0.9813634157180786,0.0,0.7777777777777778,0.9620836144066534,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
76,0.4642857142857143,0.2362204724409449,0.09845090289744224,0.6259664,0.74940497,0.68214643,0.07547169811320754,0.7836903,0.9445183277130127,0.0,0.2857142857142857,0.0,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
87,0.24285714285714285,0.16091954022988506,0.0,0.5526558,0.75709033,0.6389183,0.18181818181818182,0.8522339,0.9409014582633972,0.6666666666666666,0.5,0.9095013614866303,0.249999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
92,0.527027027027027,0.3833333333333333,0.0,0.76311255,0.6902973,0.7248809,0.0975609756097561,0.6255802,0.9702619314193726,0.0,0.7142857142857143,0.8499386326261321,0.5961904761785524,0.7777777777777778,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
95,0.9215686274509803,0.2549019607843137,0.11058250885178057,0.6533843,0.668012,0.66061723,0.11363636363636363,0.5186428,0.9671767354011536,0.0,0.6666666666666666,0.8784854877869898,0.8874999999778125,0.6666666666666666,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
103,0.52,0.5526315789473685,0.12252760536359761,0.75824285,0.875159,0.81251657,0.35294117647058826,0.90316534,0.9774070382118225,0.0,0.5,0.9830315971249917,0.999999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
110,0.9642857142857143,0.2545454545454545,0.0,0.6884436,0.66051936,0.6741924,0.09302325581395349,0.86200196,0.9553525447845459,0.0,0.5,0.9783198834038503,0.7961904761745524,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,169.435474,200
0,0.9777777777777777,0.3010752688172043,0.13598815001105743,0.69732136,0.69208014,0.6946909,0.24561403508771928,0.6897719,0.9793367981910706,0.0,0.875,0.9461617770110613,0.94999999997625,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
7,0.7362637362637363,0.3103448275862069,0.13738308277481603,0.63643926,0.66183233,0.6488874,0.12280701754385964,0.7660955,0.936896800994873,0.0,0.25,0.9403462168753679,0.99999999998,0.5,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
11,0.6578947368421053,0.233502538071066,0.0,0.54177326,0.6190666,0.5778467,0.10526315789473684,0.602288,0.9596441984176636,0.4,1.0,0.9715810818462506,0.8766666666491334,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
19,0.7142857142857143,0.1791044776119403,0.04330727257337871,0.53795356,0.6229569,0.5773432,0.07575757575757576,0.6212451,0.9434016346931458,0.0,0.1111111111111111,0.0,0.6791666666496875,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
27,0.9340659340659341,0.33695652173913043,0.21410606579271074,0.71042514,0.71214396,0.7112835,0.2641509433962264,0.8370343,0.9809170365333557,0.0,0.8333333333333334,0.9999986031495895,0.99999999998,0.25,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
28,0.7741935483870968,0.2807017543859649,0.18568961962025265,0.6516745,0.667773,0.65962553,0.17543859649122806,0.82216907,0.9800970554351807,0.8,1.0,0.9638317430837722,0.99999999998,0.3333333333333333,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
33,0.8529411764705882,0.3636363636363636,0.21937707938861079,0.72629106,0.7081119,0.7170863,0.14814814814814814,0.7720541,0.9850039482116699,0.0,1.0,0.9730942474877152,0.99999999998,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
53,0.8764044943820225,0.3103448275862069,0.17916737430540786,0.6220561,0.6262943,0.62416804,0.17543859649122806,0.69028103,0.9652190804481506,0.0,0.6,0.9396042942206954,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
63,0.6165413533834586,0.25,0.08810301480413135,0.64844537,0.73438,0.6887425,0.16455696202531644,0.7964276,0.980804979801178,0.33333333333333337,1.0,0.9640063217677575,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
76,0.610738255033557,0.21862348178137653,0.0,0.63845396,0.6873415,0.6619964,0.17105263157894737,0.7920872,0.976004958152771,0.0,0.2,0.9372732469609933,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
87,0.7363636363636363,0.3730569948186529,0.11956524372129379,0.6712551,0.706542,0.6884467,0.24193548387096775,0.7641892,0.973020076751709,0.5,1.0,1.0,0.7345238095115675,0.8,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
92,0.5886524822695035,0.354978354978355,0.16278460833498148,0.650205,0.7476921,0.69554925,0.16455696202531644,0.78392553,0.9828198552131653,0.0,0.8888888888888888,0.9944395838992289,0.5666666666525,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
95,0.8214285714285714,0.24528301886792453,0.13681276370478437,0.6055021,0.6639347,0.63337356,0.15714285714285714,0.6794715,0.9593505263328552,0.0,1.0,1.0,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
103,0.7647058823529411,0.4768211920529801,0.26745633330026575,0.7975872,0.7646452,0.7807689,0.36538461538461536,0.883069,0.9846585988998413,0.6666666666666666,1.0,0.9830040152131538,0.9166666666361111,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
