question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name,llm_temp,llm_top_p,llm_do_sample,llm_repetition_penalty,inference_time,max_new_tokens
110,0.9444444444444444,0.26046511627906976,0.14632644750040788,0.57035685,0.60130125,0.5854204,0.18055555555555555,0.71551126,0.9649868607521057,0.25,0.7142857142857143,0.9810093098107235,0.7961904761745524,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,greedy_with_rep_penalty,5,mistralai/Mistral-7B-Instruct-v0.3,0.0,1.0,False,1.1,273.078639,200
0,0.723404255319149,0.2619047619047619,0.06455888326054383,0.7328166,0.6810956,0.7060101,0.14705882352941177,0.8324543,0.9268298149108887,0.5,0.8333333333333334,0.8992892110692243,0.94999999997625,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
7,0.3684210526315789,0.38235294117647056,0.15251919636544697,0.5515594,0.79074615,0.6498423,0.3333333333333333,0.8930329,0.8898396492004395,0.0,0.6,0.9380068508909326,0.9166666666361111,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
11,0.29411764705882354,0.0,0.0,0.5517004,0.6514907,0.5974574,0.0,0.3308341,0.7824169397354126,0.0,1.0,0.9650858672356096,0.5333333333155555,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
19,0.7454545454545455,0.1834862385321101,0.0,0.57170975,0.6378852,0.6029873,0.12121212121212122,0.71605194,0.9274116158485413,0.0,0.3333333333333333,0.9742154799496389,0.5888888888692593,0.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
27,0.6875,0.2456140350877193,0.08032915292474029,0.6818075,0.7388059,0.7091632,0.13043478260869565,0.8708539,0.9137077927589417,0.0,0.5,0.9572148372323005,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
28,0.9714285714285714,0.22535211267605634,0.0,0.69641393,0.67219925,0.68409234,0.03333333333333333,0.76256216,0.9628573060035706,0.0,0.6666666666666666,0.8845464609282692,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
33,0.6739130434782609,0.5060240963855421,0.15150618172734656,0.80230844,0.6528364,0.7198955,0.3333333333333333,0.94226694,0.9559418559074402,1.0,0.5,0.9760353732951572,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
53,0.972972972972973,0.2278481012658228,0.0,0.68911886,0.69167036,0.6903922,0.06060606060606061,0.6884582,0.9389432668685913,0.0,0.6666666666666666,0.9034941278108494,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
63,0.6229508196721312,0.37254901960784315,0.13781665142478125,0.72389644,0.81013685,0.76459247,0.2,0.9449246,0.9805622100830078,0.0,0.875,0.9620836144066534,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
76,0.5652173913043478,0.25,0.11161133657801552,0.6467516,0.7365054,0.68871665,0.08333333333333333,0.75632966,0.9444143772125244,0.0,0.7142857142857143,0.0,0.6791666666496875,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
87,0.265625,0.19753086419753085,0.052270387117468384,0.5602842,0.770323,0.6487261,0.1875,0.8495009,0.940678060054779,0.6666666666666666,0.7142857142857143,0.9108492450887661,0.249999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
92,0.5945945945945946,0.35200000000000004,0.0,0.7547322,0.68867093,0.7201898,0.11363636363636363,0.60475713,0.965225875377655,0.0,0.7142857142857143,0.8501046815823081,0.5961904761785524,0.5,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
95,0.9215686274509803,0.2549019607843137,0.11058250885178057,0.65338427,0.668012,0.6606172,0.11363636363636363,0.5186428,0.9671767354011536,0.0,0.6666666666666666,0.8786006755864724,0.8874999999778125,0.6666666666666666,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
103,0.52,0.5526315789473685,0.12252760536359761,0.75824285,0.875159,0.81251657,0.35294117647058826,0.90316534,0.9774070382118225,0.0,0.75,0.9830040152131538,0.999999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
110,0.7321428571428571,0.26804123711340205,0.0,0.6773226,0.63815385,0.65715516,0.10526315789473684,0.8241571,0.9541468620300293,0.0,0.0,0.9783195694538566,0.7678571428379464,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,166.774766,200
0,0.8712871287128713,0.2626262626262626,0.10457369634216264,0.68418276,0.6880378,0.68610495,0.18333333333333332,0.7261733,0.9771014451980591,0.0,1.0,0.9461617770110613,0.94999999997625,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
7,0.7362637362637363,0.3103448275862069,0.13738308277481603,0.63643926,0.66183233,0.6488874,0.12280701754385964,0.7660955,0.936896800994873,0.0,0.25,0.9425240011173279,0.99999999998,0.25,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
11,0.5725190839694656,0.23636363636363636,0.044377273830646234,0.5569676,0.6301496,0.5913029,0.1076923076923077,0.52672243,0.9779967665672302,0.28571428571428575,1.0,0.945236269333032,0.8766666666491334,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
19,0.6696428571428571,0.18446601941747573,0.039673552647011466,0.55240965,0.64487875,0.5950734,0.07142857142857142,0.592013,0.9462472200393677,0.0,0.5,0.0,0.6791666666496875,0.3333333333333333,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
27,0.8351648351648352,0.3314285714285714,0.21246513206330994,0.7234386,0.7019864,0.712551,0.2857142857142857,0.8331194,0.9827418923377991,0.0,1.0,0.9999999999999999,0.99999999998,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
28,0.9,0.3037974683544304,0.2170706534140728,0.67688394,0.66612196,0.67145985,0.18518518518518517,0.79765487,0.9773743152618408,0.8,1.0,0.9638443031574975,0.99999999998,0.3333333333333333,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
33,0.8921568627450981,0.3762376237623762,0.22380985050720453,0.73292553,0.710827,0.72170717,0.14545454545454545,0.7954315,0.9876794219017029,0.0,0.8,0.9730942474877152,0.99999999998,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
53,0.6964285714285714,0.2512562814070352,0.0873439788312308,0.6297407,0.6408528,0.6352482,0.14705882352941177,0.7049708,0.9758750200271606,0.0,0.5,0.0,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
63,0.5503355704697986,0.2711864406779661,0.08868237973999515,0.6557995,0.74528265,0.6976836,0.1839080459770115,0.8606734,0.9815239310264587,0.4,1.0,0.9640063217677575,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
76,0.883495145631068,0.22,0.0525423267007944,0.63890916,0.635032,0.6369647,0.11267605633802817,0.79360443,0.96661776304245,0.28571428571428575,1.0,0.9232893649001225,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
87,0.7363636363636363,0.38541666666666663,0.13194189508447246,0.6903715,0.71825814,0.7040388,0.29508196721311475,0.7808005,0.9819405674934387,0.8,0.7777777777777778,1.0,0.6595238095106191,0.8,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
92,0.5763888888888888,0.3247863247863248,0.13977058583751556,0.63730824,0.741081,0.6852883,0.1686746987951807,0.6955657,0.9771140217781067,0.0,1.0,0.9944395838992289,0.5666666666525,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
95,0.8214285714285714,0.24528301886792453,0.13681276370478437,0.6055021,0.6639347,0.63337356,0.15714285714285714,0.6794715,0.9593505263328552,0.0,1.0,1.0,0.8874999999778125,0.3333333333333333,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
103,0.7647058823529411,0.4768211920529801,0.26745633330026575,0.79758716,0.7646452,0.7807689,0.36538461538461536,0.883069,0.9846585988998413,0.6666666666666666,1.0,0.9830040152131538,0.9166666666361111,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
110,1.0,0.26794258373205737,0.15421018991256744,0.58275056,0.59973323,0.59111995,0.1791044776119403,0.74032223,0.9663105607032776,0.28571428571428575,0.5714285714285714,0.8342883711692796,0.7961904761745524,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_tight_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.1,0.9,True,1.1,270.042053,200
0,0.7659574468085106,0.2558139534883721,0.06623780611943768,0.73105586,0.6891396,0.7094792,0.17142857142857143,0.8777724,0.933509111404419,0.5,0.5,0.8805984442399175,0.94999999997625,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
7,0.5384615384615384,0.5777777777777777,0.3641410562218426,0.7177063,0.83789694,0.7731585,0.38461538461538464,0.9213369,0.888812243938446,0.0,0.3333333333333333,0.9398413405169762,0.99999999995,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
11,0.29411764705882354,0.0,0.0,0.5517005,0.6514907,0.5974574,0.0,0.3308341,0.7824169397354126,0.0,1.0,0.9650858672356096,0.5333333333155555,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
19,0.7454545454545455,0.1834862385321101,0.0,0.5580565,0.62612224,0.5901332,0.09375,0.6832478,0.9189078211784363,0.0,0.0,0.9732786071501832,0.6791666666496875,0.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
27,0.6875,0.2456140350877193,0.08032915292474029,0.6818075,0.7388059,0.7091632,0.13043478260869565,0.8708539,0.9137077927589417,0.0,0.5,0.9572148372323012,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
28,0.85,0.1842105263157895,0.0,0.69831705,0.71821445,0.70812595,0.125,0.79041463,0.954932451248169,0.0,1.0,0.9056605682269915,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
33,0.6521739130434783,0.5121951219512195,0.14765466683680697,0.79968375,0.6404396,0.71125734,0.35294117647058826,0.9356038,0.9566649794578552,1.0,0.6666666666666666,0.9760353732951574,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
53,0.9473684210526315,0.18181818181818182,0.0,0.7003503,0.6904944,0.6953874,0.09090909090909091,0.68238467,0.9441744089126587,0.0,0.6,0.8973216090462294,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
63,0.5428571428571428,0.3214285714285714,0.07540462763121732,0.66953135,0.7400438,0.7030239,0.21951219512195122,0.94318384,0.9753373265266418,0.0,0.5,0.9628551684286589,0.99999999998,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
76,0.7647058823529411,0.276595744680851,0.1582794047904804,0.6656228,0.7137657,0.6888541,0.10810810810810811,0.76351064,0.9496067762374878,0.0,0.2,0.932228328310348,0.6388888888675925,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
87,0.2698412698412698,0.19753086419753085,0.0680078526970897,0.5662303,0.78250533,0.65702754,0.16129032258064516,0.83817625,0.9328100681304932,0.6666666666666666,0.9,0.9666372025005072,0.49999999995,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
92,0.5405405405405406,0.38016528925619836,0.0,0.7654361,0.6966265,0.72941214,0.13953488372093023,0.63210964,0.9621363282203674,0.0,0.8333333333333334,0.849645547447888,0.5961904761785524,0.8333333333333334,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
95,0.94,0.2376237623762376,0.10921823441095127,0.6489265,0.6615466,0.6551758,0.11363636363636363,0.53112096,0.9668576121330261,0.0,0.6666666666666666,0.8783909145738779,0.8874999999778125,0.6666666666666666,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
103,0.5,0.5384615384615384,0.11794509341030292,0.75387406,0.8740201,0.80951345,0.34285714285714286,0.902943,0.9777573943138123,0.0,0.5,0.9830040152131531,0.999999999975,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
110,0.9821428571428571,0.25225225225225223,0.0,0.66708434,0.65833753,0.6626821,0.09302325581395349,0.85980695,0.9541721343994141,0.0,0.5,0.978319569453857,0.7961904761745524,1.0,marketing,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,163.721351,200
0,0.9072164948453608,0.30927835051546393,0.13406998889995575,0.69339836,0.70519185,0.6992454,0.23728813559322035,0.7013514,0.9818859100341797,0.0,1.0,0.8781510279644161,0.94999999997625,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
7,0.7252747252747253,0.3121387283236995,0.13875024700233993,0.63699996,0.6620136,0.6492659,0.125,0.7767657,0.9346668720245361,0.0,0.25,0.9346087687135753,0.99999999998,0.25,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
11,0.625,0.22660098522167488,0.0,0.54809916,0.6265354,0.5846985,0.11864406779661017,0.61865187,0.9629002213478088,0.4,0.8888888888888888,0.9715810818462495,0.9999999999833333,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
19,0.7425742574257426,0.1875,0.046853219125576155,0.580148,0.6525346,0.6142159,0.07692307692307693,0.56659204,0.95026695728302,0.0,0.3333333333333333,0.0,0.5833333333041666,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
27,0.8571428571428571,0.34090909090909094,0.23973707904477776,0.68287086,0.68601346,0.6844385,0.24,0.8362871,0.979914665222168,0.28571428571428575,1.0,1.0,0.99999999998,0.25,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
28,0.782608695652174,0.2823529411764706,0.18135229845042658,0.63769317,0.6531515,0.6453298,0.19642857142857142,0.7938188,0.9792669415473938,0.8,0.8571428571428571,0.918035436755328,0.99999999998,0.6666666666666666,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
33,0.9714285714285714,0.37209302325581395,0.22891997507793851,0.6851578,0.6844463,0.6848018,0.2037037037037037,0.8270337,0.9847894310951233,0.0,1.0,0.9705731496515645,0.99999999998,0.75,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
53,0.75,0.19689119170984457,0.058022339099551366,0.6219514,0.64278156,0.63219494,0.15151515151515152,0.5642529,0.961593747138977,0.0,0.8333333333333334,0.8373114984642404,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
63,0.5616438356164384,0.2735042735042735,0.0898014556408653,0.65840065,0.7474346,0.7000983,0.19047619047619047,0.86244047,0.9815727472305298,0.4,0.9,0.9640063217677575,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
76,0.7711864406779662,0.23148148148148145,0.08196154471503747,0.65332174,0.65404534,0.6536833,0.1111111111111111,0.8006273,0.9744253754615784,0.28571428571428575,0.5714285714285714,0.9232893649001234,0.99999999998,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
87,0.6183206106870229,0.32863849765258213,0.105120742936783,0.66798264,0.7142041,0.69032055,0.2361111111111111,0.7313055,0.9804133772850037,0.4,0.8333333333333334,1.0,0.6595238095106191,0.6,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
92,0.6287878787878788,0.3063063063063063,0.15044578279918477,0.67043483,0.73866975,0.7029002,0.2898550724637681,0.8830695,0.9818872213363647,0.4,0.8888888888888888,0.9572297437306977,0.5666666666525,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
95,0.8214285714285714,0.24528301886792453,0.13681276370478437,0.6055021,0.6639347,0.63337356,0.15714285714285714,0.6794715,0.9593505263328552,0.0,1.0,1.0,0.8874999999778125,1.0,research,llm_params,512,100,multi-qa-mpnet-base-dot-v1,low_temp_moderate_sampling,5,mistralai/Mistral-7B-Instruct-v0.3,0.2,0.9,True,1.1,275.300658,200
