question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,audience_type,experiment_name,chunksize,chunkoverlap
20,0.9587628865979382,0.2146341463414634,0.0,0.5921982,0.58844876,0.59031755,0.140625,0.7911681,0.9725371599197388,0.28571428571428575,1.0,0.0,0.99999999998,0.0,research,textsplitter,1000,200
3,0.33480176211453744,0.13592233009708737,0.018848863729400617,0.49179423,0.5897324,0.5363289,0.12698412698412698,0.5185465,0.8228994011878967,0.0,0.6666666666666666,0.8680621132356421,0.94999999997625,0.0,research,textsplitter,1000,200
51,0.7787610619469026,0.2200956937799043,0.057714590201823755,0.57438785,0.616298,0.5946054,0.13157894736842105,0.78281784,0.9847371578216553,0.0,0.5,0.0,0.99999999998,1.0,research,textsplitter,1000,200
46,0.8692307692307693,0.2248995983935743,0.05269528154671363,0.5946349,0.69621545,0.6414283,0.1276595744680851,0.7300216,0.9432355165481567,0.0,0.8,0.972186636608014,0.99999999998,1.0,research,textsplitter,1000,200
41,0.6698113207547169,0.1452513966480447,0.0,0.63423705,0.63565814,0.6349468,0.15873015873015872,0.62901056,0.9794943332672119,0.0,0.4,0.0,0.8874999999778125,1.0,research,textsplitter,1000,200
24,0.5777777777777777,0.1917808219178082,0.0,0.53999525,0.6028452,0.5696921,0.14,0.78502023,0.9570773243904114,0.2857142857142857,0.3333333333333333,0.0,0.9166666666361111,0.0,research,textsplitter,1000,200
19,0.6410256410256411,0.19607843137254902,0.0,0.52766323,0.61486983,0.5679384,0.06944444444444445,0.45856303,0.9501386880874634,0.0,0.5,0.0,0.8041666666465626,0.6666666666666666,research,textsplitter,1000,200
101,0.7834394904458599,0.3040540540540541,0.11039581254686606,0.64965916,0.6822515,0.6655566,0.17708333333333334,0.83115155,0.9784092307090759,0.0,1.0,0.9727141358073033,0.99999999998,0.8333333333333334,research,textsplitter,1000,200
17,0.9381443298969072,0.2631578947368421,0.0,0.5770694,0.63095176,0.6028089,0.12698412698412698,0.81068933,0.9753671288490295,0.0,0.25,0.7854997665739184,0.99999999998,0.5,research,textsplitter,1000,200
80,0.8636363636363636,0.29107981220657275,0.11588211324150993,0.6115509,0.6583687,0.63409686,0.3103448275862069,0.8534946,0.9864462614059448,0.0,0.6666666666666666,0.0,0.9999999999857143,1.0,research,textsplitter,1000,200
7,0.7802197802197802,0.3370786516853933,0.16480157436057905,0.62380004,0.66294885,0.6427789,0.13333333333333333,0.7712186,0.9549547433853149,0.0,0.8,0.9289370445859026,0.99999999998,1.0,research,textsplitter,1000,200
108,0.918918918918919,0.2790697674418604,0.1483348019731029,0.66714483,0.6917596,0.6792293,0.3188405797101449,0.88362145,0.9876343011856079,0.0,0.75,0.0,,1.0,research,textsplitter,1000,200
102,0.8515625,0.2738589211618257,0.1063087365012126,0.5990679,0.6364387,0.61718816,0.1794871794871795,0.76409984,0.9734745621681213,0.0,0.8888888888888888,0.9023295147780742,,1.0,research,textsplitter,1000,200
39,0.627906976744186,0.3004694835680751,0.1122153447008944,0.5986367,0.6426368,0.61985695,0.22807017543859648,0.868867,0.9762662649154663,0.0,0.8333333333333334,0.9694067642981403,0.99999999998,1.0,research,textsplitter,1000,200
43,0.6356589147286822,0.2119815668202765,0.06450015977840487,0.58836496,0.62152976,0.60449284,0.09230769230769231,0.63303,0.9728044867515564,0.0,0.7692307692307693,0.9621243074912136,0.99999999998,1.0,research,textsplitter,1000,200
47,0.5886075949367089,0.13284132841328414,0.0,0.5365288,0.61731976,0.5740958,0.10227272727272728,0.6374686,0.9362065196037292,0.0,0.8333333333333334,0.8748896465332415,0.6388888888675925,0.6,research,textsplitter,1000,200
54,0.9900990099009901,0.2463054187192118,0.0,0.6240029,0.6332139,0.62857467,0.1,0.6250552,0.9716190099716187,0.0,1.0,0.0,,0.25,research,textsplitter,1000,200
1,0.8282828282828283,0.27225130890052357,0.1441130010008744,0.64535296,0.6298069,0.63748515,0.23076923076923078,0.76749134,0.9692786931991577,0.0,0.5714285714285714,1.0000000000000004,0.817857142843512,1.0,research,textsplitter,1000,200
107,0.7052631578947368,0.23952095808383236,0.06155180129148554,0.63297343,0.6602963,0.6463463,0.14925373134328357,0.880877,0.982642412185669,0.0,0.4,0.9066497335437197,,1.0,research,textsplitter,1000,200
18,0.8829787234042553,0.26666666666666666,0.10613908394324427,0.6512467,0.6912246,0.67064035,0.14705882352941177,0.64489305,0.9761237502098083,0.3333333333333333,0.875,0.0,0.8666666666377778,1.0,research,textsplitter,1000,200
64,0.8717948717948718,0.1940928270042194,0.06089291861115071,0.57250804,0.56125295,0.5668246,0.13636363636363635,0.8228593,0.952942967414856,0.0,0.5714285714285714,0.0,0.8041666666465626,0.8,research,textsplitter,1000,200
60,0.9473684210526315,0.1724137931034483,0.07045790515884834,0.57282186,0.60463,0.5882963,0.12643678160919541,0.6884357,0.973277747631073,0.0,0.8,0.0,0.99999999998,1.0,research,textsplitter,1000,200
63,0.6356589147286822,0.23255813953488372,0.0770398853867144,0.65913963,0.7329489,0.69408756,0.16049382716049382,0.85372007,0.9802164435386658,0.4,0.5,0.9558398673458127,0.99999999998,1.0,research,textsplitter,1000,200
50,0.47,0.20805369127516782,0.0324673549094319,0.5769548,0.66367066,0.61728215,0.1111111111111111,0.6489718,0.9736165404319763,0.6666666666666666,0.8181818181818182,0.8812067782262734,0.99999999998,0.75,research,textsplitter,1000,200
38,0.8095238095238095,0.29896907216494845,0.1360507980346133,0.58172977,0.6305808,0.605171,0.2033898305084746,0.64458823,0.9580093026161194,0.0,1.0,0.9651829850431053,0.99999999998,0.75,research,textsplitter,1000,200
20,0.9139784946236559,0.18652849740932645,0.0,0.59182465,0.55554473,0.5731111,0.04838709677419355,0.7422826,0.9685869216918945,0.4,0.8,0.9315583930153183,0.6791666666496875,0.0,research,textsplitter,1500,150
3,0.3392857142857143,0.13924050632911392,0.0,0.52231985,0.61957246,0.5668047,0.09333333333333334,0.48438495,0.8621363639831543,0.0,0.9090909090909091,0.7837912413286976,0.94999999997625,0.0,research,textsplitter,1500,150
51,0.6717557251908397,0.17699115044247787,0.044853065366080296,0.5677197,0.6263146,0.5955794,0.13636363636363635,0.68298876,0.9819804430007935,0.23529411764705882,0.6,0.8481573798868878,0.99999999998,1.0,research,textsplitter,1500,150
46,0.7533333333333333,0.23048327137546468,0.10829153515550638,0.586973,0.69914186,0.638166,0.16666666666666666,0.746886,0.930880069732666,0.0,0.7142857142857143,0.9869450126251954,0.99999999998,1.0,research,textsplitter,1500,150
41,0.7737226277372263,0.25203252032520324,0.12391659909628383,0.6678789,0.70149004,0.684272,0.17045454545454544,0.7504147,0.9818199276924133,0.5,0.125,0.0,0.999999999975,1.0,research,textsplitter,1500,150
24,0.5591397849462365,0.18543046357615894,0.0,0.5144631,0.58826476,0.5488943,0.07272727272727272,0.7616275,0.9141206741333008,0.0,0.8,0.0,0.999999999975,0.0,research,textsplitter,1500,150
19,0.8620689655172413,0.23121387283236994,0.09973730574129358,0.5579892,0.6128185,0.58412004,0.14285714285714285,0.6106295,0.9551007747650146,0.0,0.6,0.0,0.499999999975,1.0,research,textsplitter,1500,150
101,0.7454545454545455,0.21926910299003324,0.0,0.60818636,0.62480134,0.61638194,0.11504424778761062,0.8398682,0.9572131633758545,0.0,0.8333333333333334,0.9586156810776408,0.99999999998,0.8333333333333334,research,textsplitter,1500,150
17,0.8272727272727273,0.25242718446601936,0.04881530990511294,0.5526908,0.5978459,0.57438225,0.07042253521126761,0.7204156,0.9673590660095215,0.0,1.0,0.918414253054751,0.99999999998,0.5,research,textsplitter,1500,150
80,0.7263157894736842,0.29239766081871343,0.11989124487695196,0.68952984,0.6881585,0.6888434,0.27450980392156865,0.88587666,0.9824718832969666,0.0,1.0,0.9108721263415507,0.9999999999857143,1.0,research,textsplitter,1500,150
7,0.8021978021978022,0.3448275862068966,0.15271639912790366,0.6493124,0.6726073,0.66075456,0.14516129032258066,0.79837745,0.9587578773498535,0.0,0.2,0.9425240011173285,0.99999999998,1.0,research,textsplitter,1500,150
108,0.74,0.1875,0.04339166512789324,0.50975287,0.6546931,0.57320255,0.17647058823529413,0.6939924,0.9289839863777161,0.0,1.0,0.9377383514333893,,1.0,research,textsplitter,1500,150
102,0.7841726618705036,0.3700787401574803,0.18954277208495518,0.6600368,0.73408556,0.69509465,0.30666666666666664,0.86380947,0.9810513854026794,0.4,1.0,0.9509213775788729,0.9484126983968916,1.0,research,textsplitter,1500,150
39,0.8804347826086957,0.2727272727272727,0.0,0.5522315,0.6136607,0.58132786,0.2,0.75746685,0.9593104124069214,0.6666666666666666,0.75,0.9161040395758119,0.99999999998,1.0,research,textsplitter,1500,150
43,0.6833333333333333,0.18779342723004694,0.043765031484207635,0.5371959,0.5870392,0.5610126,0.04918032786885246,0.5573453,0.9332430958747864,0.0,0.4,0.9153859990055454,0.99999999998,0.3333333333333333,research,textsplitter,1500,150
47,0.510989010989011,0.16666666666666669,0.03203123401168808,0.49924368,0.6193044,0.5528306,0.14444444444444443,0.6494694,0.9602428674697876,0.0,0.21212121212121213,0.9484933652733982,0.94999999997625,0.6,research,textsplitter,1500,150
54,0.8015873015873016,0.16666666666666669,0.04122405160188008,0.6114172,0.6467993,0.62861073,0.09375,0.7176017,0.9732359647750854,0.0,1.0,0.7691362778087969,,0.25,research,textsplitter,1500,150
1,0.7674418604651163,0.3524590163934426,0.17650236613958004,0.69701004,0.7355602,0.7157664,0.25333333333333335,0.87643903,0.990492582321167,0.0,0.5454545454545454,1.0000000000000004,0.729523809509219,1.0,research,textsplitter,1500,150
107,0.9571428571428572,0.2978723404255319,0.07609526692715526,0.6635257,0.65602994,0.65975654,0.15873015873015872,0.84679234,0.9796687960624695,0.0,0.5,0.9073641354041077,,1.0,research,textsplitter,1500,150
18,0.7094017094017094,0.23414634146341465,0.06890946647970697,0.61568856,0.68805474,0.64986324,0.1125,0.71611243,0.9735044240951538,0.5,0.2,0.0,0.9999999999666667,1.0,research,textsplitter,1500,150
64,0.8290598290598291,0.303030303030303,0.11201316771897706,0.5729629,0.5657302,0.5693236,0.24615384615384617,0.72259015,0.9711209535598755,0.1818181818181818,0.6,0.0,0.99999999998,0.8,research,textsplitter,1500,150
60,0.5714285714285714,0.17821782178217824,0.06293745901258409,0.58618426,0.62296104,0.6040134,0.09565217391304348,0.6632332,0.977124810218811,0.0,0.9,0.8946692223090164,0.99999999998,1.0,research,textsplitter,1500,150
63,0.6074074074074074,0.247787610619469,0.09653526293521,0.58570075,0.7034528,0.639199,0.17333333333333334,0.8081075,0.979211151599884,0.4,1.0,0.9640063217677575,0.99999999998,1.0,research,textsplitter,1500,150
50,0.5595238095238095,0.20300751879699247,0.0748006626409947,0.5953165,0.67060745,0.630723,0.08247422680412371,0.651829,0.96913081407547,0.0,0.9,0.8478944123666251,0.99999999998,0.5,research,textsplitter,1500,150
38,0.8762886597938144,0.2021276595744681,0.12571118784184218,0.60851526,0.62034476,0.614373,0.16666666666666666,0.61388075,0.9703830480575562,0.0,0.6666666666666666,0.9317217216297293,0.99999999998,1.0,research,textsplitter,1500,150
20,0.9393939393939394,0.21256038647342995,0.0,0.581702,0.5707655,0.5761818,0.08450704225352113,0.73030204,0.9697787761688232,0.0,0.5714285714285714,0.0,0.99999999998,0.0,research,textsplitter,2000,200
3,0.3318777292576419,0.14790996784565918,0.014167140315089758,0.54093695,0.62292486,0.57904315,0.10256410256410256,0.4150886,0.8790081143379211,0.0,1.0,0.9316323750876251,0.94999999997625,0.0,research,textsplitter,2000,200
51,0.44,0.21404682274247497,0.06747039794191469,0.5539155,0.6710601,0.6068865,0.17525773195876287,0.6996193,0.9796150922775269,0.0,0.4166666666666667,0.8967677598233902,0.99999999998,1.0,research,textsplitter,2000,200
46,0.6807228915662651,0.21527777777777776,0.09475481439387919,0.58671236,0.7095567,0.6423137,0.14018691588785046,0.7214781,0.9396840929985046,0.5,0.6666666666666666,0.9869450126251954,0.99999999998,1.0,research,textsplitter,2000,200
41,0.7794117647058824,0.22131147540983603,0.08687859308816799,0.65177727,0.6867486,0.6688061,0.15555555555555556,0.73506176,0.9701147079467773,0.0,0.375,0.0,0.999999999975,1.0,research,textsplitter,2000,200
24,0.5360824742268041,0.20382165605095542,0.0,0.5251056,0.6219633,0.56944513,0.109375,0.7377063,0.9154801964759827,0.0,1.0,0.0,0.999999999975,0.0,research,textsplitter,2000,200
19,0.6578947368421053,0.16243654822335027,0.0,0.57419324,0.6281197,0.59994715,0.08823529411764706,0.45600146,0.9479163885116577,0.0,1.0,0.8018521279297627,0.699999999965,0.6666666666666666,research,textsplitter,2000,200
101,0.8482758620689655,0.3028169014084507,0.08146516130993717,0.637431,0.65048456,0.6438917,0.1956521739130435,0.8506284,0.9619870781898499,0.0,0.875,0.9852550452987359,0.99999999998,0.6666666666666666,research,textsplitter,2000,200
17,0.9191919191919192,0.22797927461139894,0.05352812402469267,0.56292427,0.6209647,0.59052175,0.12857142857142856,0.74534345,0.9620212912559509,0.0,0.5,0.9175941513485742,0.99999999998,0.5,research,textsplitter,2000,200
80,0.7037037037037037,0.35000000000000003,0.09575442663449847,0.6403416,0.7150794,0.67564994,0.20270270270270271,0.8875505,0.9826131463050842,0.0,0.8333333333333334,0.9163631333722129,0.9999999999875,1.0,research,textsplitter,2000,200
7,0.3626373626373626,0.34108527131782945,0.05572517318091047,0.77462184,0.65059745,0.7072132,0.16326530612244897,0.8323004,0.9610741138458252,0.0,0.2,0.9359906483914467,0.99999999998,1.0,research,textsplitter,2000,200
108,0.7928571428571428,0.2890625,0.11955470593687208,0.6854742,0.72724247,0.70574087,0.25301204819277107,0.8360822,0.9827420711517334,0.0,0.875,0.950786131004386,,1.0,research,textsplitter,2000,200
102,0.7622377622377622,0.28571428571428575,0.10146866421614766,0.6071516,0.6648805,0.6347061,0.17857142857142858,0.7806047,0.980035662651062,0.2857142857142857,1.0,0.9627975378577591,0.99999999998,1.0,research,textsplitter,2000,200
39,0.9,0.30057803468208094,0.0,0.6162729,0.6483705,0.6319144,0.25,0.8750878,0.9748462438583374,0.0,0.4,0.9287222608667697,0.99999999998,1.0,research,textsplitter,2000,200
43,0.9647058823529412,0.2413793103448276,0.08873009517376611,0.5892297,0.60092825,0.5950215,0.07142857142857142,0.56019425,0.9632673859596252,0.0,0.8,0.8077163728756364,0.99999999998,1.0,research,textsplitter,2000,200
47,0.5,0.14840989399293286,0.0,0.5559109,0.6137459,0.5833986,0.11650485436893204,0.7193574,0.9796006679534912,0.0,1.0,0.9352593116722531,0.99999999998,1.0,research,textsplitter,2000,200
54,0.9619047619047619,0.2488038277511962,0.0,0.61985385,0.63783556,0.6287161,0.10112359550561797,0.7469622,0.9786328673362732,0.0,0.6666666666666666,0.0,,0.25,research,textsplitter,2000,200
1,1.0,0.3791469194312796,0.18732366047514123,0.7053515,0.72444016,0.7147684,0.288135593220339,0.88335794,0.987022340297699,0.3333333333333333,0.5555555555555556,0.8946028195489978,0.729523809509219,0.25,research,textsplitter,2000,200
107,0.9436619718309859,0.32167832167832167,0.11673399760820216,0.6536606,0.6595003,0.65656745,0.16071428571428573,0.7993908,0.9765223264694214,0.3333333333333333,0.8,0.0,,0.5,research,textsplitter,2000,200
18,0.9540229885057471,0.2222222222222222,0.07893772602771186,0.66735226,0.69875944,0.6826948,0.14925373134328357,0.7331439,0.9813552498817444,0.0,0.16666666666666666,0.0,0.8055555555287036,1.0,research,textsplitter,2000,200
64,0.8803418803418803,0.3037974683544304,0.10906320703862828,0.5975505,0.5725866,0.5848022,0.2,0.80507445,0.9699477553367615,0.0,1.0,0.0,0.8041666666465626,0.8,research,textsplitter,2000,200
60,0.8571428571428571,0.20338983050847456,0.08077995294026238,0.64293516,0.64894223,0.64592475,0.11,0.72075677,0.9757402539253235,0.0,0.5555555555555556,0.8761348397636702,0.99999999998,1.0,research,textsplitter,2000,200
63,0.6165413533834586,0.27149321266968324,0.12276630488192987,0.63485765,0.72365427,0.676354,0.15384615384615385,0.8839214,0.9844458103179932,0.5,0.8571428571428571,0.9536262865112014,0.99999999998,1.0,research,textsplitter,2000,200
50,0.5987261146496815,0.24806201550387597,0.08203730335890282,0.63048005,0.68941087,0.6586299,0.12371134020618557,0.6433304,0.9825378656387329,0.0,1.0,0.8586061993280022,0.99999999998,0.5,research,textsplitter,2000,200
38,0.53125,0.24800000000000003,0.10683797922732342,0.5599898,0.6384724,0.59666127,0.15492957746478872,0.5971929,0.9674619436264038,0.0,1.0,0.9912280639911761,0.99999999998,1.0,research,textsplitter,2000,200
